Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
15170,402,1,81.15,1,1,1,111,Lost
15171,326,1,1289.5,2,1,3,213,Cannot Lose Them
15172,4,5,1624.05,4,3,3,433,Champions
15173,376,7,1494.6,2,4,3,243,At Risk
15174,318,2,481.46,2,2,2,222,At Risk
15175,67,1,224.14,3,1,1,311,Potential Loyalists
15176,663,1,988.0400000000001,1,1,3,113,Cannot Lose Them
15177,421,1,948.9300000000001,1,1,3,113,Cannot Lose Them
15178,255,1,40.5,2,1,1,211,Lost
15179,14,13,7491.92,4,4,4,444,Champions
15180,361,3,904.4300000000001,2,2,3,223,At Risk
15181,61,5,1200.2,3,3,3,333,Champions
15182,149,11,2998.952,2,4,4,244,At Risk
15183,543,3,639.93,1,2,2,122,Lost
15184,24,4,685.39,4,3,2,432,Loyal Customers
15185,65,1,310.62,3,1,1,311,Potential Loyalists
15186,9,5,1403.2,4,3,3,433,Champions
15187,4,15,4447.26,4,4,4,444,Champions
15188,720,1,310.43,1,1,1,111,Lost
15189,3,44,16771.56,4,4,4,444,Champions
15190,430,1,834.4399999999999,1,1,2,112,Lost
15191,458,3,588.05,1,2,2,122,Lost
15192,115,5,1981.39,2,3,3,233,At Risk
15193,56,1,499.32,3,1,2,312,Potential Loyalists
15194,27,27,11721.05,3,4,4,344,Champions
15196,428,2,313.7,1,2,1,121,Lost
15197,6,6,1877.51,4,3,3,433,Champions
15198,87,5,571.35,3,3,2,332,Loyal Customers
15199,54,10,3122.4,3,4,4,344,Champions
15200,490,1,549.0500000000001,1,1,2,112,Lost
15201,82,7,1842.95,3,4,3,343,Champions
15202,416,3,6001.49,1,2,4,124,Cannot Lose Them
15203,21,15,4400.18,4,4,4,444,Champions
15204,352,1,316.58,2,1,1,211,Lost
15205,80,2,653.24,3,2,2,322,Loyal Customers
15206,5,4,420.3,4,3,2,432,Loyal Customers
15207,411,3,683.92,1,2,2,122,Lost
15208,26,5,762.92,4,3,2,432,Loyal Customers
15209,725,1,178.98000000000002,1,1,1,111,Lost
15210,220,3,1176.19,2,2,3,223,At Risk
15211,55,2,1277.48,3,2,3,323,Loyal Customers
15212,236,2,208.28,2,2,1,221,At Risk
15213,314,2,328.35,2,2,1,221,At Risk
15214,5,7,1532.68,4,4,3,443,Champions
15215,42,7,2422.4300000000003,3,4,4,344,Champions
15216,83,2,486.09000000000003,3,2,2,322,Loyal Customers
15217,558,1,426.24,1,1,2,112,Lost
15218,6,22,11468.83,4,4,4,444,Champions
15219,171,2,685.45,2,2,2,222,At Risk
15220,47,6,1778.96,3,3,3,333,Champions
15221,361,4,2465.45,2,3,4,234,At Risk
15222,314,11,3550.91,2,4,4,244,At Risk
15223,221,5,1417.95,2,3,3,233,At Risk
15224,353,5,871.36,2,3,2,232,At Risk
15225,229,1,409.40000000000003,2,1,2,212,Lost
15226,306,1,154.41,2,1,1,211,Lost
15227,32,9,2488.4900000000002,3,4,4,344,Champions
15228,61,6,5580.27,3,3,4,334,Champions
15229,581,1,160.5,1,1,1,111,Lost
15230,234,2,429.6,2,2,2,222,At Risk
15231,616,1,250.26000000000002,1,1,1,111,Lost
15232,108,2,612.06,2,2,2,222,At Risk
15233,396,1,59.400000000000006,1,1,1,111,Lost
15234,272,1,197.0,2,1,1,211,Lost
15235,213,16,2937.81,2,4,4,244,At Risk
15236,294,1,321.05,2,1,1,211,Lost
15237,73,3,1328.72,3,2,3,323,Loyal Customers
15238,24,3,1071.99,4,2,3,423,Loyal Customers
15239,5,2,780.59,4,2,2,422,Loyal Customers
15240,40,12,4459.9800000000005,3,4,4,344,Champions
15241,62,11,3050.16,3,4,4,344,Champions
15242,417,1,302.04,1,1,1,111,Lost
15243,69,2,927.28,3,2,3,323,Loyal Customers
15244,60,3,912.08,3,2,3,323,Loyal Customers
15245,129,8,4610.84,2,4,4,244,At Risk
15246,233,3,780.4,2,2,2,222,At Risk
15247,118,3,976.06,2,2,3,223,At Risk
15248,407,3,1893.93,1,2,3,123,Cannot Lose Them
15249,27,18,9266.0,3,4,4,344,Champions
15250,636,1,60.0,1,1,1,111,Lost
15251,4,21,20324.54,4,4,4,444,Champions
15252,31,5,2103.41,3,3,3,333,Champions
15253,11,8,2055.09,4,4,3,443,Champions
15254,122,3,1088.35,2,2,3,223,At Risk
15255,62,9,3706.02,3,4,4,344,Champions
15256,144,2,170.4,2,2,1,221,At Risk
15257,279,2,685.9,2,2,2,222,At Risk
15258,164,2,623.16,2,2,2,222,At Risk
15259,508,4,1182.3799999999999,1,3,3,133,Hibernating
15260,95,25,9188.23,3,4,4,344,Champions
15261,130,4,1508.0,2,3,3,233,At Risk
15262,319,3,418.82,2,2,2,222,At Risk
15263,102,1,156.51,2,1,1,211,Lost
15264,59,2,848.4,3,2,2,322,Loyal Customers
15265,146,4,3345.64,2,3,4,234,At Risk
15266,333,5,852.21,2,3,2,232,At Risk
15267,17,5,1717.36,4,3,3,433,Champions
15268,474,3,961.9000000000001,1,2,3,123,Cannot Lose Them
15269,19,3,1225.3600000000001,4,2,3,423,Loyal Customers
15270,11,21,8524.86,4,4,4,444,Champions
15271,2,24,4640.29,4,4,4,444,Champions
15272,53,6,2030.95,3,3,3,333,Champions
15273,595,1,228.96,1,1,1,111,Lost
15274,13,1,383.99,4,1,2,412,Potential Loyalists
15275,33,1,615.14,3,1,2,312,Potential Loyalists
15276,61,4,619.8,3,3,2,332,Loyal Customers
15277,42,2,476.34000000000003,3,2,2,322,Loyal Customers
15278,557,4,496.16,1,3,2,132,Hibernating
15279,350,5,1580.54,2,3,3,233,At Risk
15280,167,3,397.52,2,2,2,222,At Risk
15281,54,16,8543.57,3,4,4,344,Champions
15282,565,1,348.59,1,1,2,112,Lost
15283,385,3,148.32999999999998,1,2,1,121,Lost
15284,495,1,24.75,1,1,1,111,Lost
15285,403,1,94.92,1,1,1,111,Lost
15286,45,1,240.55,3,1,1,311,Potential Loyalists
15287,17,5,856.03,4,3,2,432,Loyal Customers
15288,38,10,3881.03,3,4,4,344,Champions
15289,24,5,1593.09,4,3,3,433,Champions
15290,3,24,10233.26,4,4,4,444,Champions
15291,21,40,13846.56,4,4,4,444,Champions
15292,196,1,178.39,2,1,1,211,Lost
15293,661,1,247.5,1,1,1,111,Lost
15294,406,1,233.35,1,1,1,111,Lost
15295,650,1,207.04,1,1,1,111,Lost
15296,46,12,10323.03,3,4,4,344,Champions
15297,5,3,641.94,4,2,2,422,Loyal Customers
15298,6,22,9147.15,4,4,4,444,Champions
15299,62,10,7991.54,3,4,4,344,Champions
15300,59,1,496.44,3,1,2,312,Potential Loyalists
15301,46,17,7583.04,3,4,4,344,Champions
15302,726,1,308.0,1,1,1,111,Lost
15303,285,3,1224.18,2,2,3,223,At Risk
15304,56,9,919.55,3,4,3,343,Champions
15305,550,1,93.6,1,1,1,111,Lost
15306,60,9,3484.73,3,4,4,344,Champions
15307,91,1,205.3,3,1,1,311,Potential Loyalists
15308,270,1,310.47,2,1,1,211,Lost
15309,606,4,797.96,1,3,2,132,Hibernating
15310,474,1,1634.64,1,1,3,113,Cannot Lose Them
15311,2,206,115651.53,4,4,4,444,Champions
15312,71,12,2930.19,3,4,4,344,Champions
15313,105,1,52.0,2,1,1,211,Lost
15314,194,3,820.45,2,2,2,222,At Risk
15315,60,2,570.5,3,2,2,322,Loyal Customers
15316,322,1,165.0,2,1,1,211,Lost
15317,672,1,129.75,1,1,1,111,Lost
15319,279,1,204.5,2,1,1,211,Lost
15320,39,1,267.13,3,1,1,311,Potential Loyalists
15321,66,12,6709.7300000000005,3,4,4,344,Champions
15322,81,2,1390.86,3,2,3,323,Loyal Customers
15323,558,3,434.6,1,2,2,122,Lost
15324,696,1,140.22000000000003,1,1,1,111,Lost
15325,99,8,1601.46,3,4,3,343,Champions
15326,329,5,1700.52,2,3,3,233,At Risk
15327,48,1,208.75,3,1,1,311,Potential Loyalists
15328,403,1,107.24,1,1,1,111,Lost
15329,34,11,2958.83,3,4,4,344,Champions
15330,27,2,714.9599999999999,3,2,2,322,Loyal Customers
15331,495,3,767.91,1,2,2,122,Lost
15332,360,6,6553.74,2,3,4,234,At Risk
15333,203,1,1028.56,2,1,3,213,Cannot Lose Them
15334,152,3,350.82,2,2,2,222,At Risk
15335,49,1,170.22,3,1,1,311,Potential Loyalists
15336,397,1,240.5,1,1,1,111,Lost
15337,406,1,373.02,1,1,2,112,Lost
15338,672,1,277.93,1,1,1,111,Lost
15339,62,7,1821.02,3,4,3,343,Champions
15340,557,1,105.5,1,1,1,111,Lost
15341,76,2,2402.72,3,2,4,324,Loyal Customers
15342,125,1,406.09000000000003,2,1,2,212,Lost
15343,82,1,364.5,3,1,2,312,Potential Loyalists
15344,27,2,460.64,3,2,2,322,Loyal Customers
15345,41,1,393.54,3,1,2,312,Potential Loyalists
15346,328,3,596.12,2,2,2,222,At Risk
15347,360,4,1363.6,2,3,3,233,At Risk
15348,67,1,158.04,3,1,1,311,Potential Loyalists
15349,153,2,463.91,2,2,2,222,At Risk
15350,364,2,663.25,2,2,2,222,At Risk
15351,8,10,3704.89,4,4,4,444,Champions
15352,544,1,111.15,1,1,1,111,Lost
15353,250,7,3106.12,2,4,4,244,At Risk
15354,598,3,284.4,1,2,1,121,Lost
15355,24,2,277.05,4,2,1,421,Loyal Customers
15356,27,13,3382.69,3,4,4,344,Champions
15358,30,40,16220.35,3,4,4,344,Champions
15359,658,8,181.35,1,4,1,141,Hibernating
15360,35,1,427.93,3,1,2,312,Potential Loyalists
15361,357,4,689.07,2,3,2,232,At Risk
15362,444,2,613.08,1,2,2,122,Lost
15363,363,2,1004.11,2,2,3,223,At Risk
15364,91,2,913.19,3,2,3,323,Loyal Customers
15365,21,13,4557.13,4,4,4,444,Champions
15366,70,7,2389.08,3,4,4,344,Champions
15367,52,11,5081.33,3,4,4,344,Champions
15368,16,2,722.74,4,2,2,422,Loyal Customers
15369,487,11,6251.26,1,4,4,144,Hibernating
15370,36,8,3739.01,3,4,4,344,Champions
15371,658,1,59.400000000000006,1,1,1,111,Lost
15372,132,8,6017.0599999999995,2,4,4,244,At Risk
15373,3,17,3418.84,4,4,4,444,Champions
15374,124,2,307.32,2,2,1,221,At Risk
15375,685,1,60.959999999999994,1,1,1,111,Lost
15376,35,3,1221.56,3,2,3,323,Loyal Customers
15377,378,4,1211.75,1,3,3,133,Hibernating
15378,458,2,246.5,1,2,1,121,Lost
15379,165,8,4877.84,2,4,4,244,At Risk
15380,4,11,3479.06,4,4,4,444,Champions
15381,209,5,1890.57,2,3,3,233,At Risk
15382,10,12,13733.550000000001,4,4,4,444,Champions
15384,165,4,2027.79,2,3,3,233,At Risk
15385,35,3,942.08,3,2,3,323,Loyal Customers
15386,181,1,394.14,2,1,2,212,Lost
15387,487,1,468.65,1,1,2,112,Lost
15388,265,1,140.54,2,1,1,211,Lost
15389,167,5,2733.8,2,3,4,234,At Risk
15390,391,2,1216.66,1,2,3,123,Cannot Lose Them
15391,579,1,289.87,1,1,1,111,Lost
15392,25,6,2607.21,4,3,4,434,Champions
15393,11,5,891.34,4,3,3,433,Champions
15394,5,11,5286.8,4,4,4,444,Champions
15395,321,1,107.45,2,1,1,211,Lost
15396,108,2,796.38,2,2,2,222,At Risk
15397,285,1,94.0,2,1,1,211,Lost
15398,11,2,1345.53,4,2,3,423,Loyal Customers
15399,17,2,549.13,4,2,2,422,Loyal Customers
15400,87,8,1302.3,3,4,3,343,Champions
15401,447,2,216.95,1,2,1,121,Lost
15402,144,6,1830.54,2,3,3,233,At Risk
15403,487,2,170.88,1,2,1,121,Lost
15404,371,1,257.06,2,1,1,211,Lost
15405,184,2,659.84,2,2,2,222,At Risk
15406,26,4,975.87,4,3,3,433,Champions
15407,29,4,1046.74,3,3,3,333,Champions
15408,259,1,267.18,2,1,1,211,Lost
15409,716,1,131.25,1,1,1,111,Lost
15410,79,10,4685.72,3,4,4,344,Champions
15411,21,4,1348.93,4,3,3,433,Champions
15412,166,1,190.53,2,1,1,211,Lost
15413,687,5,6798.72,1,3,4,134,Hibernating
15414,5,3,774.9000000000001,4,2,2,422,Loyal Customers
15415,308,1,559.61,2,1,2,212,Lost
15416,60,7,4572.82,3,4,4,344,Champions
15417,80,1,508.8,3,1,2,312,Potential Loyalists
15418,420,2,449.42,1,2,2,122,Lost
15419,20,1,135.86,4,1,1,411,Potential Loyalists
15420,429,6,743.0,1,3,2,132,Hibernating
15421,54,10,3805.34,3,4,4,344,Champions
15422,318,7,1619.97,2,4,3,243,At Risk
15423,33,3,266.89,3,2,1,321,Loyal Customers
15424,250,3,597.78,2,2,2,222,At Risk
15425,395,4,1941.1200000000001,1,3,3,133,Hibernating
15426,14,9,2543.87,4,4,4,444,Champions
15427,28,3,1430.54,3,2,3,323,Loyal Customers
15428,10,4,762.75,4,3,2,432,Loyal Customers
15429,22,2,397.35,4,2,2,422,Loyal Customers
15430,463,2,954.75,1,2,3,123,Cannot Lose Them
15431,498,1,153.24,1,1,1,111,Lost
15432,18,2,320.76,4,2,1,421,Loyal Customers
15433,209,2,533.3,2,2,2,222,At Risk
15434,3,11,2567.06,4,4,4,444,Champions
15435,17,1,149.29,4,1,1,411,Potential Loyalists
15436,7,3,1067.75,4,2,3,423,Loyal Customers
15437,258,2,393.45,2,2,2,222,At Risk
15438,126,1,156.57999999999998,2,1,1,211,Lost
15439,400,4,1269.05,1,3,3,133,Hibernating
15440,50,3,383.68,3,2,2,322,Loyal Customers
15441,391,3,1254.21,1,2,3,123,Cannot Lose Them
15442,244,1,594.0,2,1,2,212,Lost
15443,8,13,4738.85,4,4,4,444,Champions
15444,4,2,1411.21,4,2,3,423,Loyal Customers
15445,259,2,284.5,2,2,1,221,At Risk
15446,372,3,399.75,2,2,2,222,At Risk
15447,326,5,492.88,2,3,2,232,At Risk
15448,308,2,788.8100000000001,2,2,2,222,At Risk
15449,21,3,974.52,4,2,3,423,Loyal Customers
15450,25,1,429.84,4,1,2,412,Potential Loyalists
15451,429,2,226.86,1,2,1,121,Lost
15452,25,6,1785.1100000000001,4,3,3,433,Champions
15453,31,6,1236.49,3,3,3,333,Champions
15454,357,2,305.99,2,2,1,221,At Risk
15455,593,1,38.25,1,1,1,111,Lost
15456,278,10,2091.52,2,4,3,243,At Risk
15457,257,1,237.07,2,1,1,211,Lost
15458,21,2,370.44,4,2,2,422,Loyal Customers
15459,412,2,202.83,1,2,1,121,Lost
15460,349,1,214.26,2,1,1,211,Lost
15461,456,2,429.7,1,2,2,122,Lost
15462,90,4,737.05,3,3,2,332,Loyal Customers
15463,25,1,126.14,4,1,1,411,Potential Loyalists
15464,333,1,1044.65,2,1,3,213,Cannot Lose Them
15465,15,32,12636.15,4,4,4,444,Champions
15466,80,4,1560.46,3,3,3,333,Champions
15467,4,3,524.88,4,2,2,422,Loyal Customers
15468,46,3,1430.48,3,2,3,323,Loyal Customers
15469,45,3,874.25,3,2,2,322,Loyal Customers
15470,571,1,63.419999999999995,1,1,1,111,Lost
15471,375,2,837.53,2,2,2,222,At Risk
15472,108,1,371.56,2,1,2,212,Lost
15473,9,8,2046.0,4,4,3,443,Champions
15474,591,1,150.35,1,1,1,111,Lost
15475,72,1,454.11,3,1,2,312,Potential Loyalists
15476,375,4,2209.98,2,3,3,233,At Risk
15477,645,1,368.4,1,1,2,112,Lost
15478,35,3,1983.48,3,2,3,323,Loyal Customers
15479,728,1,147.4,1,1,1,111,Lost
15480,111,5,6279.0,2,3,4,234,At Risk
15481,396,1,1993.34,1,1,3,113,Cannot Lose Them
15482,11,19,14417.36,4,4,4,444,Champions
15483,157,10,817.82,2,4,2,242,At Risk
15484,13,5,3977.85,4,3,4,434,Champions
15485,25,7,5750.51,4,4,4,444,Champions
15486,523,1,102.0,1,1,1,111,Lost
15487,675,1,231.32,1,1,1,111,Lost
15488,88,5,431.92,3,3,2,332,Loyal Customers
15489,18,8,2419.61,4,4,4,444,Champions
15490,426,1,210.85,1,1,1,111,Lost
15491,90,6,3100.09,3,3,4,334,Champions
15492,23,2,659.46,4,2,2,422,Loyal Customers
15493,28,9,4121.68,3,4,4,344,Champions
15494,16,5,3702.6,4,3,4,434,Champions
15495,374,1,246.5,2,1,1,211,Lost
15496,626,1,146.14,1,1,1,111,Lost
15497,13,9,8657.39,4,4,4,444,Champions
15498,12,43,25084.64,4,4,4,444,Champions
15499,719,1,158.65,1,1,1,111,Lost
15500,3,4,1131.56,4,3,3,433,Champions
15501,400,2,399.95,1,2,2,122,Lost
15502,11,14,13933.27,4,4,4,444,Champions
15503,358,2,257.3,2,2,1,221,At Risk
15504,76,4,402.7,3,3,2,332,Loyal Customers
15505,48,5,3610.96,3,3,4,334,Champions
15506,18,6,2030.33,4,3,3,433,Champions
15507,167,1,475.86,2,1,2,212,Lost
15508,184,6,1000.27,2,3,3,233,At Risk
15509,375,1,152.41,2,1,1,211,Lost
15510,326,1,250.0,2,1,1,211,Lost
15511,7,5,900.53,4,3,3,433,Champions
15512,151,4,331.58,2,3,1,231,At Risk
15513,28,35,27750.55,3,4,4,344,Champions
15514,7,18,6392.06,4,4,4,444,Champions
15515,382,1,171.81,1,1,1,111,Lost
15516,40,3,62.43,3,2,1,321,Loyal Customers
15517,228,1,267.03,2,1,1,211,Lost
15518,60,15,4189.99,3,4,4,344,Champions
15519,378,2,344.61,1,2,2,122,Lost
15521,35,16,7098.24,3,4,4,344,Champions
15522,28,2,397.99,3,2,2,322,Loyal Customers
15523,79,16,17259.19,3,4,4,344,Champions
15524,20,2,591.4,4,2,2,422,Loyal Customers
15525,13,3,899.47,4,2,3,423,Loyal Customers
15526,28,2,148.44,3,2,1,321,Loyal Customers
15527,14,23,5554.89,4,4,4,444,Champions
15528,249,1,229.33,2,1,1,211,Lost
15529,18,12,5079.32,4,4,4,444,Champions
15530,17,5,1808.68,4,3,3,433,Champions
15531,3,2,1972.39,4,2,3,423,Loyal Customers
15532,20,10,3738.85,4,4,4,444,Champions
15533,14,3,807.57,4,2,2,422,Loyal Customers
15534,721,1,162.25,1,1,1,111,Lost
15535,168,6,1044.37,2,3,3,233,At Risk
15536,404,1,259.09,1,1,1,111,Lost
15537,159,1,110.92,2,1,1,211,Lost
15538,533,6,3358.4,1,3,4,134,Hibernating
15539,2,1,538.46,4,1,2,412,Potential Loyalists
15540,6,2,460.68,4,2,2,422,Loyal Customers
15541,109,1,85.13000000000001,2,1,1,211,Lost
15542,507,3,855.71,1,2,2,122,Lost
15543,283,2,242.26,2,2,1,221,At Risk
15544,4,20,8162.43,4,4,4,444,Champions
15545,49,2,424.3,3,2,2,322,Loyal Customers
15546,602,2,1079.1000000000001,1,2,3,123,Cannot Lose Them
15547,3,26,10057.05,4,4,4,444,Champions
15548,591,1,158.09,1,1,1,111,Lost
15549,72,8,2334.16,3,4,4,344,Champions
15550,101,11,2068.7,3,4,3,343,Champions
15551,32,7,1679.81,3,4,3,343,Champions
15552,212,2,252.52,2,2,1,221,At Risk
15553,55,1,428.93,3,1,2,312,Potential Loyalists
15554,273,1,217.2,2,1,1,211,Lost
15555,7,36,12062.69,4,4,4,444,Champions
15556,19,1,279.77,4,1,1,411,Potential Loyalists
15557,24,1,468.91,4,1,2,412,Potential Loyalists
15558,634,1,202.68,1,1,1,111,Lost
15559,563,1,1109.4,1,1,3,113,Cannot Lose Them
15560,393,2,153.52,1,2,1,121,Lost
15561,7,8,1934.3899999999999,4,4,3,443,Champions
15562,347,3,671.4300000000001,2,3,2,232,At Risk
15563,17,7,2859.46,4,4,4,444,Champions
15564,458,2,70.74000000000001,1,2,1,121,Lost
15565,45,2,173.16000000000003,3,2,1,321,Loyal Customers
15566,388,2,227.87,1,2,1,121,Lost
15567,14,1,186.01,4,1,1,411,Potential Loyalists
15568,40,2,422.52,3,2,2,322,Loyal Customers
15569,99,10,3583.45,3,4,4,344,Champions
15570,2,25,9254.14,4,4,4,444,Champions
15571,7,14,3892.35,4,4,4,444,Champions
15572,21,9,3770.22,4,4,4,444,Champions
15573,27,5,1188.42,3,3,3,333,Champions
15574,173,6,1466.36,2,3,3,233,At Risk
15575,615,1,30.1,1,1,1,111,Lost
15576,33,1,921.37,3,1,3,313,Potential Loyalists
15577,146,5,396.03,2,3,2,232,At Risk
15578,158,1,127.1,2,1,1,211,Lost
15579,64,5,1250.63,3,3,3,333,Champions
15580,372,8,1375.39,2,4,3,243,At Risk
15581,116,38,7752.74,2,4,4,244,At Risk
15582,20,3,682.9100000000001,4,3,2,432,Loyal Customers
15583,371,1,95.96,2,1,1,211,Lost
15584,19,6,1268.2,4,3,3,433,Champions
15585,172,1,455.3,2,1,2,212,Lost
15586,588,3,1139.1000000000001,1,3,3,133,Hibernating
15587,45,7,1522.08,3,4,3,343,Champions
15588,673,1,579.6,1,1,2,112,Lost
15589,251,3,478.53,2,3,2,232,At Risk
15590,377,5,1496.6,1,3,3,133,Hibernating
15591,578,3,217.9,1,3,1,131,Hibernating
15592,42,1,388.58,3,1,2,312,Potential Loyalists
15593,66,1,199.8,3,1,1,311,Potential Loyalists
15594,11,5,1771.78,4,3,3,433,Champions
15595,483,1,357.59999999999997,1,1,2,112,Lost
15596,96,9,3130.04,3,4,4,344,Champions
15597,30,2,563.37,3,2,2,322,Loyal Customers
15598,48,2,548.02,3,2,2,322,Loyal Customers
15599,22,3,1250.06,4,3,3,433,Champions
15600,423,4,1199.31,1,3,3,133,Hibernating
15601,6,30,14960.12,4,4,4,444,Champions
15602,3,16,3230.51,4,4,4,444,Champions
15603,74,2,88.48,3,2,1,321,Loyal Customers
15604,47,1,216.39000000000001,3,1,1,311,Potential Loyalists
15605,31,9,1936.8,3,4,3,343,Champions
15606,56,17,5230.99,3,4,4,344,Champions
15607,332,9,1708.97,2,4,3,243,At Risk
15608,23,5,1785.98,4,3,3,433,Champions
15609,180,1,298.48,2,1,1,211,Lost
15610,47,1,112.46000000000001,3,1,1,311,Potential Loyalists
15611,5,26,2997.28,4,4,4,444,Champions
15612,31,2,195.15,3,2,1,321,Loyal Customers
15613,606,1,433.71999999999997,1,1,2,112,Lost
15614,433,4,3147.36,1,3,4,134,Hibernating
15615,5,47,21373.97,4,4,4,444,Champions
15616,434,1,317.11,1,1,1,111,Lost
15617,391,3,828.5500000000001,1,3,2,132,Hibernating
15618,28,4,776.851,3,3,2,332,Loyal Customers
15619,6,1,336.4,4,1,1,411,Potential Loyalists
15620,52,4,1942.36,3,3,3,333,Champions
15621,6,2,1044.96,4,2,3,423,Loyal Customers
15622,38,17,7852.610000000001,3,4,4,344,Champions
15623,136,8,2437.05,2,4,4,244,At Risk
15624,112,4,588.13,2,3,2,232,At Risk
15625,99,9,3236.4,3,4,4,344,Champions
15626,70,3,1067.52,3,3,3,333,Champions
15627,452,2,566.9,1,2,2,122,Lost
15628,20,16,5449.31,4,4,4,444,Champions
15629,445,4,2240.9,1,3,3,133,Hibernating
15630,40,3,1481.4,3,3,3,333,Champions
15631,637,1,596.67,1,1,2,112,Lost
15632,11,8,3285.31,4,4,4,444,Champions
15633,504,13,4335.96,1,4,4,144,Hibernating
15634,12,2,554.65,4,2,2,422,Loyal Customers
15635,391,1,100.35,1,1,1,111,Lost
15636,85,4,1444.58,3,3,3,333,Champions
15637,48,5,797.59,3,3,2,332,Loyal Customers
15638,374,6,2265.2,2,3,3,233,At Risk
15639,129,3,1065.08,2,3,3,233,At Risk
15640,11,28,22641.55,4,4,4,444,Champions
15641,100,12,5345.55,3,4,4,344,Champions
15642,725,1,105.78,1,1,1,111,Lost
15643,187,3,664.0,2,3,2,232,At Risk
15644,161,4,803.54,2,3,2,232,At Risk
15645,14,3,1055.17,4,3,3,433,Champions
15646,153,5,974.61,2,3,3,233,At Risk
15647,410,1,169.0,1,1,1,111,Lost
15648,199,2,639.5,2,2,2,222,At Risk
15649,331,4,2170.35,2,3,3,233,At Risk
15650,517,2,553.88,1,2,2,122,Lost
15651,32,5,1259.06,3,3,3,333,Champions
15652,86,5,1405.94,3,3,3,333,Champions
15653,88,2,877.44,3,2,3,323,Loyal Customers
15654,5,2,922.53,4,2,3,423,Loyal Customers
15655,238,1,560.6700000000001,2,1,2,212,Lost
15656,40,4,748.5,3,3,2,332,Loyal Customers
15657,18,1,30.0,4,1,1,411,Potential Loyalists
15658,185,8,2423.4700000000003,2,4,4,244,At Risk
15659,39,3,532.49,3,3,2,332,Loyal Customers
15660,20,15,2812.9900000000002,4,4,4,444,Champions
15661,312,8,1215.95,2,4,3,243,At Risk
15662,656,2,283.73,1,2,1,121,Lost
15663,101,1,138.14,3,1,1,311,Potential Loyalists
15664,46,4,1254.03,3,3,3,333,Champions
15665,163,5,3987.07,2,3,4,234,At Risk
15666,467,2,632.94,1,2,2,122,Lost
15667,35,1,301.32000000000005,3,1,1,311,Potential Loyalists
15668,213,1,76.32000000000001,2,1,1,211,Lost
15669,35,4,684.34,3,3,2,332,Loyal Customers
15670,292,2,325.2,2,2,1,221,At Risk
15671,14,7,2657.13,4,4,4,444,Champions
15672,720,1,45.300000000000004,1,1,1,111,Lost
15673,83,9,6204.32,3,4,4,344,Champions
15674,68,13,6948.2300000000005,3,4,4,344,Champions
15675,76,4,542.04,3,3,2,332,Loyal Customers
15676,14,3,3435.76,4,3,4,434,Champions
15677,44,3,1305.6299999999999,3,3,3,333,Champions
15678,48,3,1825.94,3,3,3,333,Champions
15679,19,4,781.28,4,3,2,432,Loyal Customers
15680,4,10,4507.58,4,4,4,444,Champions
15681,20,14,2989.7000000000003,4,4,4,444,Champions
15682,594,2,318.24,1,2,1,121,Lost
15683,113,2,524.54,2,2,2,222,At Risk
15684,542,3,173.95,1,3,1,131,Hibernating
15685,445,1,55.980000000000004,1,1,1,111,Lost
15686,415,1,90.0,1,1,1,111,Lost
15687,4,9,2993.1,4,4,4,444,Champions
15688,414,1,190.57,1,1,1,111,Lost
15689,115,3,521.03,2,3,2,232,At Risk
15690,96,1,111.0,3,1,1,311,Potential Loyalists
15691,247,4,571.3,2,3,2,232,At Risk
15692,23,1,191.04,4,1,1,411,Potential Loyalists
15693,654,1,37.5,1,1,1,111,Lost
15694,3,23,10404.01,4,4,4,444,Champions
15695,262,4,1131.04,2,3,3,233,At Risk
15696,28,13,3881.2200000000003,3,4,4,344,Champions
15697,685,1,246.75,1,1,1,111,Lost
15698,619,1,46.2,1,1,1,111,Lost
15699,13,1,309.65,4,1,1,411,Potential Loyalists
15700,167,2,696.68,2,2,2,222,At Risk
15701,63,3,1210.06,3,3,3,333,Champions
15702,471,2,140.39,1,2,1,121,Lost
15703,260,1,211.5,2,1,1,211,Lost
15704,135,6,3734.6600000000003,2,3,4,234,At Risk
15705,196,1,143.1,2,1,1,211,Lost
15706,59,4,1060.56,3,3,3,333,Champions
15707,30,4,916.98,3,3,3,333,Champions
15708,36,9,4220.64,3,4,4,344,Champions
15709,279,2,327.85,2,2,1,221,At Risk
15710,412,1,898.87,1,1,3,113,Cannot Lose Them
15711,552,2,420.25,1,2,2,122,Lost
15712,4,12,3472.41,4,4,4,444,Champions
15713,138,4,1010.79,2,3,3,233,At Risk
15714,7,5,783.96,4,3,2,432,Loyal Customers
15715,551,5,658.02,1,3,2,132,Hibernating
15716,141,11,3014.66,2,4,4,244,At Risk
15717,229,5,607.0,2,3,2,232,At Risk
15718,535,1,293.79,1,1,1,111,Lost
15719,28,31,10195.97,3,4,4,344,Champions
15720,19,2,739.22,4,2,2,422,Loyal Customers
15721,7,1,471.40000000000003,4,1,2,412,Potential Loyalists
15722,31,11,5234.0,3,4,4,344,Champions
15723,360,4,930.7,2,3,3,233,At Risk
15724,196,3,310.85,2,3,1,231,At Risk
15725,10,1,415.25,4,1,2,412,Potential Loyalists
15726,385,1,321.91,1,1,1,111,Lost
15727,12,15,9371.71,4,4,4,444,Champions
